Position_Power(dBm)
150.0000,-19.5450
300.0000,-19.5470
450.0000,-19.5620
600.0000,-19.5360
750.0000,-19.5350
900.0000,-19.5200
1050.0000,-19.4970
1200.0000,-19.4670
1350.0000,-19.4330
1500.0000,-19.4590
1650.0000,-19.3940
1800.0000,-19.4320
1950.0000,-19.4300
2100.0000,-19.3800
2250.0000,-19.3150
2400.0000,-19.0950
2550.0000,-18.7590
2700.0000,-18.2650
2850.0000,-17.6870
3000.0000,-17.0820
3150.0000,-16.6220
3300.0000,-16.2910
3450.0000,-16.0810
3600.0000,-15.9160
3750.0000,-15.8220
3900.0000,-15.7690
4050.0000,-15.7570
4200.0000,-15.7190
4350.0000,-15.7570
4500.0000,-15.7490
4650.0000,-15.7640
4800.0000,-15.7540
4950.0000,-15.7420
5100.0000,-15.7440
5250.0000,-15.7700
5400.0000,-15.7640
5550.0000,-15.7250
5700.0000,-15.7460
5850.0000,-15.7310
6000.0000,-15.5900
