Position_Power(dBm)
150.0000,-18.9180
300.0000,-18.9210
450.0000,-18.9190
600.0000,-18.9250
750.0000,-18.9240
900.0000,-18.9240
1050.0000,-18.9290
1200.0000,-18.9310
1350.0000,-18.9310
1500.0000,-18.9360
1650.0000,-18.9380
1800.0000,-18.9440
1950.0000,-18.9460
2100.0000,-18.9560
2250.0000,-18.9670
2400.0000,-18.9740
2550.0000,-18.9890
2700.0000,-19.0130
2850.0000,-19.0520
3000.0000,-19.1330
3150.0000,-19.2840
3300.0000,-19.5520
3450.0000,-19.9580
3600.0000,-20.4870
3750.0000,-21.0990
3900.0000,-21.7190
4050.0000,-22.2730
4200.0000,-22.6570
4350.0000,-22.8810
4500.0000,-22.9770
4650.0000,-23.0080
4800.0000,-23.0130
4950.0000,-23.0140
5100.0000,-23.0170
5250.0000,-23.0230
5400.0000,-23.0230
5550.0000,-23.0250
5700.0000,-23.0280
5850.0000,-23.0280
6000.0000,-23.0230
