Position_Power(dBm)
150.0000,-43.9450
300.0000,-43.5100
450.0000,-43.5570
600.0000,-43.5790
750.0000,-43.5750
900.0000,-43.5590
1050.0000,-43.7890
1200.0000,-43.7510
1350.0000,-43.5170
1500.0000,-43.3680
1650.0000,-43.3700
1800.0000,-43.4910
1950.0000,-43.6290
2100.0000,-43.7210
2250.0000,-43.7520
2400.0000,-43.6730
2550.0000,-43.3170
2700.0000,-43.0020
2850.0000,-43.3080
3000.0000,-43.5650
3150.0000,-43.6130
3300.0000,-43.1690
3450.0000,-43.0500
3600.0000,-42.8820
3750.0000,-42.8520
3900.0000,-43.0210
4050.0000,-42.6190
4200.0000,-42.3440
4350.0000,-42.2490
4500.0000,-42.1400
4650.0000,-41.9500
4800.0000,-42.1070
4950.0000,-42.0680
5100.0000,-42.0200
5250.0000,-41.9770
5400.0000,-41.9180
5550.0000,-42.1220
5700.0000,-42.2930
5850.0000,-42.2910
6000.0000,-41.9730
