Position_Power(dBm)
75.0000,1.8680
150.0000,1.5630
225.0000,1.6170
300.0000,1.6210
375.0000,1.8340
450.0000,1.9330
525.0000,1.9200
600.0000,1.7780
675.0000,1.7570
750.0000,1.5430
825.0000,1.5260
900.0000,1.5130
975.0000,1.5150
1050.0000,1.6040
1125.0000,1.8940
1200.0000,1.5470
1275.0000,1.8430
1350.0000,2.1350
1425.0000,2.5160
1500.0000,2.2430
1575.0000,2.1130
1650.0000,1.9400
1725.0000,2.0940
1800.0000,2.3130
1875.0000,2.4360
1950.0000,2.3700
2025.0000,2.0240
2100.0000,2.3630
2175.0000,2.3030
2250.0000,2.2520
2325.0000,2.3430
2400.0000,2.3690
2475.0000,2.8020
2550.0000,2.9770
2625.0000,3.2660
2700.0000,3.3720
2775.0000,3.5060
2850.0000,3.7070
2925.0000,3.5690
3000.0000,3.7100
3075.0000,3.9110
3150.0000,3.8640
3225.0000,4.2000
3300.0000,4.0380
3375.0000,4.2390
3450.0000,4.3100
3525.0000,4.2420
3600.0000,4.1700
3675.0000,4.0820
3750.0000,4.0360
3825.0000,4.1080
3900.0000,3.9790
3975.0000,3.8900
4050.0000,4.0980
4125.0000,4.1240
4200.0000,4.0270
4275.0000,4.0070
4350.0000,4.1230
4425.0000,4.1410
4500.0000,4.0980
4575.0000,3.9990
4650.0000,4.0260
4725.0000,4.0140
4800.0000,3.8470
4875.0000,4.0040
4950.0000,3.9380
5025.0000,3.7850
5100.0000,3.6670
5175.0000,3.7040
5250.0000,3.6190
5325.0000,3.6930
5400.0000,3.7290
5475.0000,3.8300
5550.0000,3.7480
5625.0000,3.9150
5700.0000,4.0870
5775.0000,3.9180
5850.0000,3.9300
5925.0000,3.9600
6000.0000,4.0890
