Position_Power(dBm)
75.0000,3.9530
150.0000,4.0720
225.0000,3.9180
300.0000,3.7570
375.0000,4.0280
450.0000,4.3810
525.0000,4.2210
600.0000,4.1370
675.0000,3.9750
750.0000,3.9530
825.0000,4.0880
900.0000,4.0520
975.0000,4.0690
1050.0000,4.0320
1125.0000,4.0620
1200.0000,4.0620
1275.0000,4.1420
1350.0000,4.1760
1425.0000,4.1340
1500.0000,4.0920
1575.0000,4.1000
1650.0000,4.0900
1725.0000,4.1090
1800.0000,3.9670
1875.0000,4.2580
1950.0000,4.1670
2025.0000,4.2580
2100.0000,4.0830
2175.0000,3.9440
2250.0000,4.0220
2325.0000,3.9720
2400.0000,3.9530
2475.0000,3.9940
2550.0000,3.9060
2625.0000,3.9730
2700.0000,3.8870
2775.0000,3.7810
2850.0000,3.7790
2925.0000,3.7900
3000.0000,3.6750
3075.0000,3.6120
3150.0000,3.4080
3225.0000,3.4200
3300.0000,3.2950
3375.0000,3.1770
3450.0000,2.8540
3525.0000,2.8530
3600.0000,2.9300
3675.0000,2.4010
3750.0000,2.7980
3825.0000,2.5670
3900.0000,2.5970
3975.0000,1.9970
4050.0000,2.1570
4125.0000,2.1270
4200.0000,2.3540
4275.0000,2.3060
4350.0000,2.0640
4425.0000,2.0200
4500.0000,2.0710
4575.0000,1.9830
4650.0000,2.0670
4725.0000,1.9140
4800.0000,2.0270
4875.0000,2.0290
4950.0000,1.9640
5025.0000,1.8860
5100.0000,1.9370
5175.0000,2.0050
5250.0000,1.9400
5325.0000,2.0890
5400.0000,1.9580
5475.0000,1.9960
5550.0000,1.8830
5625.0000,1.9250
5700.0000,1.9470
5775.0000,1.9670
5850.0000,1.8770
5925.0000,1.9040
6000.0000,1.9630
