Position_Power(dBm)
150.0000,-20.6160
300.0000,-20.6130
450.0000,-20.6130
600.0000,-20.6370
750.0000,-20.6490
900.0000,-20.6160
1050.0000,-20.6380
1200.0000,-20.6110
1350.0000,-20.5810
1500.0000,-20.5880
1650.0000,-20.5430
1800.0000,-20.4260
1950.0000,-20.4030
2100.0000,-20.2400
2250.0000,-19.9040
2400.0000,-19.6320
2550.0000,-19.2710
2700.0000,-18.6860
2850.0000,-18.1770
3000.0000,-17.6140
3150.0000,-17.1390
3300.0000,-16.8450
3450.0000,-16.3980
3600.0000,-16.2380
3750.0000,-16.1100
3900.0000,-16.0520
4050.0000,-15.9660
4200.0000,-16.0270
4350.0000,-16.0670
4500.0000,-16.1590
4650.0000,-16.2880
4800.0000,-16.3600
4950.0000,-16.3640
5100.0000,-16.4570
5250.0000,-16.4420
5400.0000,-16.3610
5550.0000,-16.3900
5700.0000,-16.4180
5850.0000,-16.3940
6000.0000,-16.3680
