Position_Power (dBm)
150.0000,-17.7380,-0.6350
300.0000,-17.6540,-0.8240
450.0000,-17.6610,-0.5940
600.0000,-17.4380,-0.8670
750.0000,-17.4390,-0.6310
900.0000,-17.5000,-0.7280
1050.0000,-17.5140,-0.7840
1200.0000,-17.5250,-0.5000
1350.0000,-17.7040,-0.8420
1500.0000,-17.6020,-0.4140
1650.0000,-17.6830,-0.8270
1800.0000,-17.4870,-0.6860
1950.0000,-17.5070,-0.6770
2100.0000,-17.4810,-0.7460
2250.0000,-17.3740,-0.6800
2400.0000,-17.2840,-0.8450
2550.0000,-17.6690,-0.5980
2700.0000,-17.4440,-0.7650
2850.0000,-17.3320,-0.5120
3000.0000,-15.6730,-0.6300
3150.0000,-14.9680,-0.5770
3300.0000,-15.4240,-0.3430
3450.0000,-14.8920,-0.4730
3600.0000,-13.8470,-0.3060
3750.0000,-13.6190,-0.4400
3900.0000,-13.6930,-0.3210
4050.0000,-14.7000,-0.3720
4200.0000,-15.5470,-0.2540
4350.0000,-14.5090,-0.3130
4500.0000,-14.5200,-0.3410
4650.0000,-15.1130,-0.1250
4800.0000,-15.1920,-0.3290
4950.0000,-15.1550,-0.1900
5100.0000,-14.9650,-0.3170
5250.0000,-13.9830,-0.1810
5400.0000,-13.3290,-0.3280
5550.0000,-13.2370,-0.3190
5700.0000,-13.3650,-0.1320
5850.0000,-13.3380,-0.2580
6000.0000,-13.3470,-0.1460
