Position_Power(dBm)
150.0000,-16.6120
300.0000,-16.6220
450.0000,-16.6470
600.0000,-16.6200
750.0000,-16.6350
900.0000,-16.6220
1050.0000,-16.6280
1200.0000,-16.6300
1350.0000,-16.5850
1500.0000,-16.5480
1650.0000,-16.5910
1800.0000,-16.5880
1950.0000,-16.5430
2100.0000,-16.5880
2250.0000,-16.5690
2400.0000,-16.5600
2550.0000,-16.6790
2700.0000,-16.9390
2850.0000,-17.3450
3000.0000,-18.0230
3150.0000,-18.6500
3300.0000,-19.1230
3450.0000,-19.6900
3600.0000,-20.1570
3750.0000,-20.3670
3900.0000,-20.5150
4050.0000,-20.6180
4200.0000,-20.5960
4350.0000,-20.6360
4500.0000,-20.6630
4650.0000,-20.6740
4800.0000,-20.6820
4950.0000,-20.6960
5100.0000,-20.6990
5250.0000,-20.7120
5400.0000,-20.6980
5550.0000,-20.7320
5700.0000,-20.7040
5850.0000,-20.7420
6000.0000,-20.7190
