Position_Power(dBm)
150.0000,-20.6590
300.0000,-20.6490
450.0000,-20.6810
600.0000,-20.6440
750.0000,-20.6590
900.0000,-20.6710
1050.0000,-20.6640
1200.0000,-20.6630
1350.0000,-20.6550
1500.0000,-20.6210
1650.0000,-20.6160
1800.0000,-20.6320
1950.0000,-20.5450
2100.0000,-20.5240
2250.0000,-20.2780
2400.0000,-19.8840
2550.0000,-19.3530
2700.0000,-18.6880
2850.0000,-17.9360
3000.0000,-17.5300
3150.0000,-17.0830
3300.0000,-16.9410
3450.0000,-16.9870
3600.0000,-16.9070
3750.0000,-16.8410
3900.0000,-16.7640
4050.0000,-16.7040
4200.0000,-16.6490
4350.0000,-16.5940
4500.0000,-16.6490
4650.0000,-16.5680
4800.0000,-16.5600
4950.0000,-16.5410
5100.0000,-16.5940
5250.0000,-16.6400
5400.0000,-16.6980
5550.0000,-16.6350
5700.0000,-16.5990
5850.0000,-16.5870
6000.0000,-16.5560
